CHORD      note  ma mi au di s2 s4 b5 ~6 ~7 ~9 11 +M7 +9
D#maj     (0.32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
D#min     (0.32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
D#aug     (0.32, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
D#dim     (0.32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)
D#sus2    (0.32, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
D#sus4    (0.32, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
D#M7      (0.32, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
D#m7      (0.32, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
D#7       (0.32, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
D#aug7    (0.32, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
D#dim7    (0.32, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)
D#o7      (0.32, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0)
D#M7sus2  (0.32, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)
D#M7sus4  (0.32, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)
D#7sus2   (0.32, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)
D#7sus4   (0.32, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)
D#M9      (0.32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
D#m9      (0.32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
D#9       (0.32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
D#aug9    (0.32, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)
D#dim9    (0.32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)
D#M9sus2  (0.32, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)
D#M9sus4  (0.32, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)
D#9sus2   (0.32, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)
D#9sus4   (0.32, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)
D#M11     (0.32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
D#m11     (0.32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
D#11      (0.32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
D#aug11   (0.32, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)
D#M11sus2 (0.32, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)
D#11sus2  (0.32, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)
D#mM7     (0.32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)
D#mM7(9)  (0.32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1)
D#M6      (0.32, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)
D#m6      (0.32, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)
D#M6(9)   (0.32, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)
D#m6(9)   (0.32, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)
Emaj      (0.4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Emin      (0.4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Eaug      (0.4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Edim      (0.4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)
Esus2     (0.4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
Esus4     (0.4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
EM7       (0.4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Em7       (0.4, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
E7        (0.4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Eaug7     (0.4, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Edim7     (0.4, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)
Eo7       (0.4, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0)
EM7sus2   (0.4, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)
